0	ARMADA	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArmada%20%2819xx%29%28-%29%28de%29.zip
0	ARTILLERIE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArtillerie%20%281982%29%28Ch.%20Zwerschke%29%28de%29.zip
0	ARTILLERIE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArtillerie%20%281982%29%28Ch.%20Zwerschke%29%28de%29%5Ba%5D.zip
0	ARTIST	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArtist%20%2819xx%29%28-%29%5B16K%5D.zip
0	ARTIST SHUTTLE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FArtist%20-%20Shuttle%20%2819xx%29%28-%29%5B16K%5D.zip
0	ASSEMBLER	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAssembler%20%2819xx%29%28-%29.zip
1	ASSEMBLER 82 4	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Applications%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAssembler-82.4%20%281982%29%28H.J.%20Koevoets%29%28nl%29.zip
2	ASSEMBLER DEMO	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Demos%20%28TOSEC-v2011-09-24_CM%29%2FAssembler%20Demo%20%2819xx%29%28-%29%28de%29.zip
2	ASSEMBLER DEMO BILD INVERTIE	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Demos%20%28TOSEC-v2011-09-24_CM%29%2FAssembler%20Demo%20-%20Bild%20Invertieren%20%2819xx%29%28-%29%28de%29.zip
0	ASTEROID BELT	Sinclair%20ZX81%20%5BTOSEC%5D%2FSinclair%20ZX81%20-%20Games%20-%20%5BP%5D%20%28TOSEC-v2011-09-24_CM%29%2FAsteroid%20Belt%20%281983%29%28Fontana%20Publishing%29.zip
